County Code,District Code,School Code,Total Tested At Entity Level,Total Tested with Scores,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
37,68296,6114854,283,283,3,MATH,95,91,2451.5,25.27,35.16,60.44,27.47,12.09,91
37,73569,6115299,220,220,3,MATH,64,60,2409.5,1.67,30,31.67,38.33,30,60
37,73569,6115299,220,220,8,MATH,26,26,2603,34.62,15.38,50,30.77,19.23,26
37,67983,6115315,96,96,8,MATH,28,28,2469.7,3.57,7.14,10.71,21.43,67.86,28
37,68338,6115331,1590,1590,8,MATH,579,573,2635.5,46.42,23.91,70.33,17.8,11.87,573
37,73791,6115349,293,293,3,MATH,99,98,2414.6,11.22,26.53,37.76,32.65,29.59,98
37,68338,6115570,149,147,3,MATH,25,25,2459.7,26.09,43.48,69.57,13.04,17.39,23
37,68338,6115570,149,147,8,MATH,25,24,2573.2,29.17,16.67,45.83,37.5,16.67,24
37,68056,6115620,302,302,3,MATH,68,67,2499,55.22,23.88,79.1,16.42,4.48,67
37,68023,6115646,341,341,3,MATH,81,81,2438.4,22.22,33.33,55.56,20.99,23.46,81
37,68023,6115778,846,846,3,MATH,143,143,2415.2,16.08,22.38,38.46,27.97,33.57,143
37,68023,6115778,846,846,8,MATH,119,119,2560.5,16.81,21.85,38.66,34.45,26.89,119
37,68023,6115778,846,846,11,MATH,81,80,2579.5,2.5,28.75,31.25,38.75,30,80
37,68395,6116008,527,482,3,MATH,119,118,2380.5,2.54,18.64,21.19,35.59,43.22,118
37,73791,6116206,527,527,3,MATH,185,184,2488.8,44.02,36.41,80.43,14.13,5.43,184
37,68023,6116396,377,377,3,MATH,76,75,2464.7,37.33,25.33,62.67,30.67,6.67,75
37,68114,6116420,302,302,3,MATH,73,73,2449.8,27.4,32.88,60.27,24.66,15.07,73
37,73551,6116578,432,432,3,MATH,146,135,2529.6,73.33,22.96,96.3,3.7,0,135
37,68098,6116776,901,861,3,MATH,126,119,2427.2,12.61,31.09,43.7,33.61,22.69,119
37,68098,6116776,901,861,8,MATH,200,182,2552.8,17.16,22.49,39.64,27.22,33.14,169
37,68023,6116859,645,645,3,MATH,100,97,2464.2,29.9,37.11,67.01,19.59,13.4,97
37,68023,6116859,645,645,8,MATH,70,70,2659.9,55.71,28.57,84.29,12.86,2.86,70
37,68411,6117154,23,23,8,MATH,22,16,2449.1,0,0,0,25,75,16
37,68338,6117279,85,85,3,MATH,*,*,*,*,*,*,*,*,*
37,68338,6117279,85,85,8,MATH,19,17,2513.3,0,11.76,11.76,47.06,41.18,17
37,67991,6117295,17,17,8,MATH,*,*,*,*,*,*,*,*,*
37,68155,6117303,89,89,3,MATH,23,15,2416.5,20,26.67,46.67,13.33,40,15
37,68155,6117303,89,89,8,MATH,19,13,2539.6,15.38,7.69,23.08,30.77,46.15,13
37,68155,6117303,89,89,11,MATH,*,*,*,*,*,*,*,*,*
37,68346,6117352,1165,1165,8,MATH,614,603,2682.8,67.16,16.09,83.25,8.96,7.79,603
37,68296,6117469,260,260,3,MATH,84,82,2511.5,59.76,30.49,90.24,9.76,0,82
37,68338,6117683,189,189,3,MATH,72,72,2425.9,16.67,25,41.67,25,33.33,72
37,68080,6117709,353,353,3,MATH,82,81,2492.5,43.21,40.74,83.95,11.11,4.94,81
37,68056,6117923,452,452,3,MATH,110,109,2504.8,49.54,37.61,87.16,9.17,3.67,109
37,73551,6118137,1106,1106,8,MATH,392,388,2635.3,47.16,18.3,65.46,20.36,14.18,388
37,67991,6118319,29,29,3,MATH,*,*,*,*,*,*,*,*,*
37,67991,6118319,29,29,8,MATH,*,*,*,*,*,*,*,*,*
37,68023,6118970,524,524,3,MATH,145,144,2459.9,29.86,34.72,64.58,25.69,9.72,144
37,68023,6118988,462,462,3,MATH,104,104,2435.5,21.15,35.58,56.73,19.23,24.04,104
37,68338,6119135,363,363,3,MATH,137,135,2521.9,65.93,23.7,89.63,9.63,0.74,135
37,68338,6119168,291,291,3,MATH,50,48,2412.8,16.67,18.75,35.42,22.92,41.67,48
37,68338,6119168,291,291,8,MATH,46,46,2526.4,10.87,19.57,30.43,34.78,34.78,46
37,75416,6119275,32,32,8,MATH,*,*,*,*,*,*,*,*,*
37,75416,6119275,32,32,11,MATH,23,19,2452,0,0,0,15.79,84.21,19
37,68379,6119341,732,732,8,MATH,142,140,2598.5,30.71,26.43,57.14,20,22.86,140
37,68049,6119564,551,478,3,MATH,80,79,2379.9,9.23,18.46,27.69,26.15,46.15,65
37,68049,6119564,551,478,8,MATH,81,79,2515.1,12.86,11.43,24.29,28.57,47.14,70
37,68049,6119564,551,478,11,MATH,76,74,2492.8,3.28,6.56,9.84,14.75,75.41,61
37,68338,6119598,252,252,3,MATH,24,24,2361.3,0,12.5,12.5,25,62.5,24
37,68338,6119598,252,252,8,MATH,53,53,2506.5,3.77,16.98,20.75,33.96,45.28,53
37,73569,6119713,328,328,3,MATH,118,114,2440.1,17.54,35.09,52.63,29.82,17.54,114
37,68361,6120190,12,12,8,MATH,*,*,*,*,*,*,*,*,*
37,68056,6120596,397,397,3,MATH,105,105,2487.2,37.14,37.14,74.29,20,5.71,105
37,73551,6120711,246,246,3,MATH,81,79,2459.9,32.91,36.71,69.62,15.19,15.19,79
37,68403,6120893,1014,1013,3,MATH,106,97,2371.9,9.28,13.4,22.68,20.62,56.7,97
37,68403,6120893,1014,1013,8,MATH,230,203,2492.6,5.42,11.33,16.75,26.6,56.65,203
37,68403,6120893,1014,1013,11,MATH,235,207,2517.5,3.38,9.66,13.04,25.12,61.84,207
37,68189,6120901,63,63,3,MATH,14,14,2382.1,0,14.29,14.29,14.29,71.43,14
37,68189,6120901,63,63,8,MATH,*,*,*,*,*,*,*,*,*
37,68338,6120935,374,374,3,MATH,127,126,2436.5,25.4,19.05,44.44,28.57,26.98,126
37,68411,6120968,1563,1560,8,MATH,814,768,2590.2,28.98,23.76,52.74,26.5,20.76,766
